class,parent,header,offset,type,field
PortraitImage,Ogre::GeneralAllocatedObject,PortraitManager.h,0x100,MyGUI::ImageBox*,imagePortrait
PortraitImage,Ogre::GeneralAllocatedObject,PortraitManager.h,0x108,MyGUI::ImageBox*,imageOverlayBack
PortraitImage,Ogre::GeneralAllocatedObject,PortraitManager.h,0x110,MyGUI::ImageBox*,imageOverlayFront
PortraitImage,Ogre::GeneralAllocatedObject,PortraitManager.h,0x118,MyGUI::TextBox*,textName
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xA0,MyGUI::Button*,button
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xA0,MyGUI::Window*,window
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xA8,MyGUI::ImageBox*,imgMap
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xB0,MyGUI::Widget*,listResourcesPanel
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xB8,MyGUI::Button*,listResourcesSelected
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xC0,MyGUI::ImageBox*,cameraMarker
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xC8,MyGUI::RotatingSkin*,cameraMarkerSkin
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xD0,DatapanelGUI*,datapanelOverview1
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xD8,DatapanelGUI*,datapanelOverview2
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0xE0,Ogre::vector<ProspectingWindow::ResourceLinePanel*>::type,lines
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0x100,RealWorldEditableImage*,resourceImage
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0x108,Ogre::Vector3,lastPos
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0x114,float,lastSkill
ProspectingWindow,wraps::BaseLayout,ProspectingWindow.h,0x118,std::string,lastName
ProsperityManager,,FactionUniqueSquadManager.h,0x0,"public:
    double",actualProsperity
ProsperityManager,,FactionUniqueSquadManager.h,0x0,GameData*,squadTemplate
ProsperityManager,,FactionUniqueSquadManager.h,0x8,float,maxProsperity
ProsperityManager,,FactionUniqueSquadManager.h,0x8,ProsperityManager,prosperityMgr
ProsperityManager,,FactionUniqueSquadManager.h,0x8,int,desiredNumberToHave
ProsperityManager,,FactionUniqueSquadManager.h,0xC,float,respawnTimer
ProsperityManager,,FactionUniqueSquadManager.h,0x10,lektor<hand>,existingSquadsList
ProsperityManager,,FactionUniqueSquadManager.h,0x18,Faction*,me
ProsperityManager,,FactionUniqueSquadManager.h,0x20,GameData*,squadListData
ProsperityManager,,FactionUniqueSquadManager.h,0x28,Town*,homeTown
ProsperityManager,,FactionUniqueSquadManager.h,0x30,lektor<FactionUniqueSquadManager::UniqueSpawnData*>,squads
RaceData,,RaceData.h,0x0,"public:
    ogre_unordered_set<GameData*>::type",specialFoods
RaceData,,RaceData.h,0x40,GameData*,data
RaceData,,RaceData.h,0x48,float,runSpeedMaxSkill
RaceData,,RaceData.h,0x4C,float,runSpeedMinSkill
RaceData,,RaceData.h,0x50,float,originalBloodMin
RaceData,,RaceData.h,0x54,float,originalBloodMax
RaceData,,RaceData.h,0x58,float,healRate
RaceData,,RaceData.h,0x5C,float,bleedRate
RaceData,,RaceData.h,0x60,float,swimSpeed
RaceData,,RaceData.h,0x64,float,walkSpeed
RaceData,,RaceData.h,0x68,float,swimOffset
RaceData,,RaceData.h,0x6C,float,waterAvoidance
RaceData,,RaceData.h,0x70,float,hungerRate
RaceData,,RaceData.h,0x74,float,visionMultiplier
RaceData,,RaceData.h,0x78,bool,gigantic
RaceData,,RaceData.h,0x79,bool,swims
RaceData,,RaceData.h,0x7A,bool,carriable
RaceData,,RaceData.h,0x7B,bool,singleGender
RaceData,,RaceData.h,0x7C,bool,robot
RaceData,,RaceData.h,0x7D,bool,vampiric
RaceData,,RaceData.h,0x7E,bool,noHats
RaceData,,RaceData.h,0x7F,bool,noShirts
RaceData,,RaceData.h,0x80,bool,noShoes
RaceData,,RaceData.h,0x84,int,extraAttackSlots
RaceData,,RaceData.h,0x88,StatsEnumerated,firstAidSkill
RaceData,,RaceData.h,0x8C,Ogre::ColourValue,bloodColour
RaceData,,RaceData.h,0x9C,bool,canGoIndoors
RaceData,,RaceData.h,0xA0,"ogre_unordered_map<StatsEnumerated, float>::type",statMods
RaceData,,RaceData.h,0xE0,ogre_unordered_set<WeatherAffecting>::type,weatherImmunities
RaceData,,RaceData.h,0x120,RaceGroupData*,raceGroup
ResearchBuildingInventoryLayout,GenericInventoryLayout,ResearchBuilding.h,0x3C0,MyGUI::Button*,researchButton
RootObject,RootObjectBase,RootObject.h,0x8,bool,isStored
RootObject,RootObjectBase,RootObject.h,0x8,itemType,baseTypes
RootObject,RootObjectBase,RootObject.h,0xC,itemType,stateEnum
RootObject,RootObjectBase,RootObject.h,0x10,GameDataContainer*,objectDatas
RootObject,RootObjectBase,RootObject.h,0x10,std::string,specificProperty
RootObject,RootObjectBase,RootObject.h,0x18,std::string,datasFile
RootObject,RootObjectBase,RootObject.h,0x38,bool,desiredSpecificProperty
RootObject,RootObjectBase,RootObject.h,0x40,DataObjectContainer::GroupType,selfType
RootObject,RootObjectBase,RootObject.h,0x50,lektor<RootObject*>,things
RootObject,RootObjectBase,RootObject.h,0x78,RootObjectContainer*,container
RootObject,RootObjectBase,RootObject.h,0x80,hand,isInsideBuilding
RootObject,RootObjectBase,RootObject.h,0xA0,int,isInsideTownWalls
RootObject,RootObjectBase,RootObject.h,0xA4,int,floorNum
RootObject,RootObjectBase,RootObject.h,0xA8,unsigned int,spacialKey
RootObject,RootObjectBase,RootObject.h,0xAC,int,outdoorDelayNotification_timer
RootObject,RootObjectBase,RootObject.h,0xB0,Ogre::Quaternion,rot
RootObjectBase,,RootObjectBase.h,0x8,int,validKey
RootObjectBase,,RootObjectBase.h,0x10,Faction*,owner
RootObjectBase,,RootObjectBase.h,0x18,std::string,displayName
RootObjectBase,,RootObjectBase.h,0x40,GameData*,data
RootObjectBase,,RootObjectBase.h,0x48,Ogre::Vector3,pos
RootObjectBase,,RootObjectBase.h,0x58,hand,handle
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x0,RootObjectContainer*,container
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x0,boost::shared_mutex,todoMutex
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x8,Building*,homeBuilding
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x10,Faction*,faction
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x18,GameData*,data
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x20,Ogre::Vector3,position
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x20,"std::deque<RootObjectFactory::CreatelistItem*, std::allocator<RootObjectFactory::CreatelistItem*> >",todoList
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x2C,bool,isFromActiveLevelMod
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x30,Ogre::Quaternion,rotation
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x40,FactoryCallbackInterface*,callbackObject
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x48,GameSaveState*,saveState
RootObjectFactory,Ogre::GeneralAllocatedObject,RootObjectFactory.h,0x50,float,age
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x0,SaveFileSystem::MessageType,mode
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x8,std::string,source
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x30,std::string,dest
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x88,"std::map<std::string, int, std::less<std::string >, Ogre::STLAllocator<std::pair<std::string const, int>, Ogre::GeneralAllocPolicy > >",fileSystem
SaveFileSystem,ThreadClass,SaveFileSystem.h,0xB0,"boost::unordered::unordered_set<std::string, boost::hash<std::string >, std::equal_to<std::string >, Ogre::STLAllocator<std::string, Ogre::GeneralAllocPolicy > >",deletedFiles
SaveFileSystem,ThreadClass,SaveFileSystem.h,0xF0,lektor<std::string >,paths
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x108,lektor<std::string >,oldCurrentFolders
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x120,std::string,currentSave
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x148,std::string,currentFolder
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x170,std::string,tempFolder
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x198,int,currentPathIndex
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x1A0,boost::shared_mutex,currentMutex
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x1C0,MyGUI::ImageBox*,savingIcon
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x1C8,lektor<SaveFileSystem::FileMessage>,messages
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x1E0,SaveFileSystem::State,state
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x1E8,std::string,failedToCopyError
SaveFileSystem,ThreadClass,SaveFileSystem.h,0x210,"std::basic_ofstream<char, std::char_traits<char> >",saveLog
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x0,std::string,currentGame
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x28,std::string,saveVersion
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x50,std::string,localSavePath
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x78,std::string,userSavePath
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0xA0,int,signal
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0xA4,int,flags
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0xA8,int,delay
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0xB0,std::string,name
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0xD8,std::string,location
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x100,LoadGameMenu*,loadMenu
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x108,SaveGameMenu*,saveMenu
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x110,ImportGameMenu*,importMenu
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x118,float,autoSaveTimer
SaveManager,Ogre::GeneralAllocatedObject,SaveManager.h,0x11C,bool,pauseAutoSaveTimer
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x8,bool,visible
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0xC,Ogre::Vector3,position
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x18,bool,needUpdate
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x20,std::string,caption
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x20,std::string,caption
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x48,MyGUI::TextBox*,textWidget
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x48,int,progress
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x50,MyGUI::Colour,color
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x50,FloatingProgressBar::ProgressBarWidget*,bar
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x60,float,risingSpeed
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x64,float,risingHeight
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x68,ScreenLabel::LabelSize,labelSize
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x70,hand,trackingHandle
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x90,Ogre::Vector3,trackingOffset
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0x9C,bool,destroyed
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0xA0,float,timeLeft
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0xA0,MyGUI::ProgressBar*,bar
ScreenLabelInterface,Ogre::GeneralAllocatedObject,ScreenLabel.h,0xA8,MyGUI::TextBox*,label
SeenSomeone,,SensoryData.h,0x0,Ogre::Vector3,lastPosition
SeenSomeone,,SensoryData.h,0x0,"boost::unordered::iterator_detail::c_iterator<boost::unordered::detail::ptr_node<std::pair<hand const, SeenSomeone*> > >",it
SeenSomeone,,SensoryData.h,0x0,hand,handle
SeenSomeone,,SensoryData.h,0x0,"public:
    float",nearestEnemy
SeenSomeone,,SensoryData.h,0x0,float,timeSoFar
SeenSomeone,,SensoryData.h,0x0,"std::map<hand, SensoryData::SpottingPeopleMgr::Spot, std::less<hand>, Ogre::STLAllocator<std::pair<hand const, SensoryData::SpottingPeopleMgr::Spot>, Ogre::GeneralAllocPolicy > >",spottedPeople
SeenSomeone,,SensoryData.h,0x4,float,timeLimitMax
SeenSomeone,,SensoryData.h,0x8,"boost::unordered::iterator_detail::c_iterator<boost::unordered::detail::ptr_node<std::pair<hand const, SeenSomeone*> > >",_end
SeenSomeone,,SensoryData.h,0x8,"ogre_unordered_map<hand, SeenSomeone*>::type",seen
SeenSomeone,,SensoryData.h,0x8,bool,stillSeen
SeenSomeone,,SensoryData.h,0x10,TimeOfDay,lastSeenTime
SeenSomeone,,SensoryData.h,0x10,unsigned int,flagsAny
SeenSomeone,,SensoryData.h,0x14,unsigned int,flagsNot
SeenSomeone,,SensoryData.h,0x18,Faction*,percievedFaction
SeenSomeone,,SensoryData.h,0x20,SlaveStateEnum,percievedSlave
SeenSomeone,,SensoryData.h,0x20,float,range
SeenSomeone,,SensoryData.h,0x24,float,FOVScore
SeenSomeone,,SensoryData.h,0x24,bool,isEnemy
SeenSomeone,,SensoryData.h,0x28,TagsClass<SenseType>,type
SeenSomeone,,SensoryData.h,0x38,bool,canSee
SeenSomeone,,SensoryData.h,0x39,bool,canHear
SeenSomeone,,SensoryData.h,0x3C,float,alarmState
SeenSomeone,,SensoryData.h,0x48,int,numUnconsciousAllies
SeenSomeone,,SensoryData.h,0x4C,int,numConsciousAllies
SeenSomeone,,SensoryData.h,0x50,lektor<hand>,threats
SeenSomeone,,SensoryData.h,0x68,Ogre::vector<VisibleObjectInfo>::type,flockingList
SeenSomeone,,SensoryData.h,0x88,float,totalThreatLevelPersonal
SeenSomeone,,SensoryData.h,0x8C,float,totalThreatLevelAllies
SeenSomeone,,SensoryData.h,0x90,float,totalIntendedThreatLevelGeneral
SeenSomeone,,SensoryData.h,0x94,int,numEnemies
SeenSomeone,,SensoryData.h,0x98,int,numNeutrals
SeenSomeone,,SensoryData.h,0x9C,float,lastThreat
SeenSomeone,,SensoryData.h,0xA0,"std::map<hand, float, std::less<hand>, std::allocator<std::pair<hand const, float> > >",hearTestTimers
SeenSomeone,,SensoryData.h,0xC0,ogre_unordered_set<hand>::type,killList
SeenSomeone,,SensoryData.h,0x100,int,currentAssessIndex
SeenSomeone,,SensoryData.h,0x104,int,currentAssessList
SeenSomeone,,SensoryData.h,0x108,ogre_unordered_set<hand>::type,assessList
SeenSomeone,,SensoryData.h,0x148,Character*,me
SeenSomeone,,SensoryData.h,0x150,SensoryData::SpottingPeopleMgr,spottedSneakingPeople
SeenSomeone,,SensoryData.h,0x178,SensoryData::SpottingPeopleMgr,spottedSuspiciousPeople
SeenSomeone,,SensoryData.h,0x1A0,FloatingProgressBar*,progressBar
SeenSomeone,,SensoryData.h,0x1A8,int,progressBarStillNeeded
SeenSomeone,,SensoryData.h,0x1B0,hand,spottedGuyIndexForProgressBar
SeenSomeone,,SensoryData.h,0x1D0,bool,amSharingThisFrame
ShopTraderInventorySection,InventorySection,ShopTraderInventory.h,0x98,"ogre_unordered_map<hand, InventorySection*>::type",inventories
ShopTraderInventorySection,InventorySection,ShopTraderInventory.h,0xD8,ShopTraderInventorySection*,section
SimpleTimeStamper,,GameWorld.h,0x0,"public:
    CPerfTimer",timer
SimpleTimeStamper,,GameWorld.h,0x0,"public:
        GameWorld::SysMessageEnum",msg
SimpleTimeStamper,,GameWorld.h,0x8,float,tempSpawnsDisableTimer
SimpleTimeStamper,,GameWorld.h,0x8,hand,target
SimpleTimeStamper,,GameWorld.h,0xC,bool,initialized
SimpleTimeStamper,,GameWorld.h,0x10,RendererT*,render
SimpleTimeStamper,,GameWorld.h,0x18,PhysicsInterface*,physics
SimpleTimeStamper,,GameWorld.h,0x20,GameDataManager,gamedata
SimpleTimeStamper,,GameWorld.h,0x28,hand,from
SimpleTimeStamper,,GameWorld.h,0x48,bool,on
SimpleTimeStamper,,GameWorld.h,0x4C,float,number
SimpleTimeStamper,,GameWorld.h,0x50,void*,data
SimpleTimeStamper,,GameWorld.h,0x1A0,GameDataManager,leveldata
SimpleTimeStamper,,GameWorld.h,0x320,GameDataManager,savedata
SimpleTimeStamper,,GameWorld.h,0x4A0,RootObjectFactory*,theFactory
SimpleTimeStamper,,GameWorld.h,0x4A8,FactionManager*,factionMgr
SimpleTimeStamper,,GameWorld.h,0x4B0,NavMesh*,navmesh
SimpleTimeStamper,,GameWorld.h,0x4B8,NodeList*,nodeList
SimpleTimeStamper,,GameWorld.h,0x4C0,hand,guiDisplayObject
SimpleTimeStamper,,GameWorld.h,0x4E0,MessageRoller*,messageRoller
SimpleTimeStamper,,GameWorld.h,0x4E8,Ogre::Log*,ogreLogger
SimpleTimeStamper,,GameWorld.h,0x4F0,bool,steamEnabled
SimpleTimeStamper,,GameWorld.h,0x4F8,lektor<ModInfo>,baseMods
SimpleTimeStamper,,GameWorld.h,0x510,lektor<std::string >,baseModsNames
SimpleTimeStamper,,GameWorld.h,0x528,lektor<ModInfo*>,activeMods
SimpleTimeStamper,,GameWorld.h,0x540,"std::map<std::string, ModInfo, std::less<std::string >, Ogre::STLAllocator<std::pair<std::string const, ModInfo>, Ogre::GeneralAllocPolicy > >",availableModsByName
SimpleTimeStamper,,GameWorld.h,0x568,lektor<ModInfo*>,availabelModsOrderedList
SimpleTimeStamper,,GameWorld.h,0x580,PlayerInterface*,player
SimpleTimeStamper,,GameWorld.h,0x588,ogre_unordered_set<Character*>::type,charactersWithLights
SimpleTimeStamper,,GameWorld.h,0x5C8,"std::list<GameWorld::SysMessage, Ogre::STLAllocator<GameWorld::SysMessage, Ogre::GeneralAllocPolicy > >",sysMessageList
SimpleTimeStamper,,GameWorld.h,0x5E8,"ogre_unordered_map<hand, float>::type",updatePortraitsMap
SimpleTimeStamper,,GameWorld.h,0x628,lektor<hand>,dynamicDestroyBuildingsList
SimpleTimeStamper,,GameWorld.h,0x640,ogre_unordered_set<AttachedEntity*>::type,destroyListAE
SimpleTimeStamper,,GameWorld.h,0x680,ogre_unordered_set<Ogre::MovableObject*>::type,destroyListOE
SimpleTimeStamper,,GameWorld.h,0x6C0,ogre_unordered_set<TownBuildingsManager*>::type,destroyListTBM
SimpleTimeStamper,,GameWorld.h,0x700,float,frameSpeedMult
SimpleTimeStamper,,GameWorld.h,0x708,"ogre_unordered_map<hand, Character*>::type",deathParade
SimpleTimeStamper,,GameWorld.h,0x748,bool,deathParadeWasMeddledWith
SimpleTimeStamper,,GameWorld.h,0x749,bool,charUpdateListMain_inUse
SimpleTimeStamper,,GameWorld.h,0x750,ogre_unordered_set<Character*>::type,charUpdateListMain
SimpleTimeStamper,,GameWorld.h,0x790,RenderTimeBackthread*,_AINonRenderThread
SimpleTimeStamper,,GameWorld.h,0x798,"std::deque<NestBatcher*, Ogre::STLAllocator<NestBatcher*, Ogre::GeneralAllocPolicy > >",nestBatcherKillList
SimpleTimeStamper,,GameWorld.h,0x7D0,ogre_unordered_set<RootObject*>::type,killListPhase0
SimpleTimeStamper,,GameWorld.h,0x810,"ogre_unordered_map<RootObject*, float>::type",killListPhase1
SimpleTimeStamper,,GameWorld.h,0x850,"std::deque<RootObject*, Ogre::STLAllocator<RootObject*, Ogre::GeneralAllocPolicy > >",killListPhase2
SimpleTimeStamper,,GameWorld.h,0x888,lektor<Character*>,mainUpdateListRemovalQueue
SimpleTimeStamper,,GameWorld.h,0x8A0,SimpleTimeStamper,timeStamper
SimpleTimeStamper,,GameWorld.h,0x8B0,ZoneManager*,zoneMgr
SimpleTimeStamper,,GameWorld.h,0x8B8,bool,debugFlag
SimpleTimeStamper,,GameWorld.h,0x8B9,bool,paused
SimpleTimeStamper,,GameWorld.h,0x8BA,bool,gameResetting
SimpleTimeStamper,,GameWorld.h,0x8C0,AudioSystemGlobal*,audioThread
Slider,Widget,MyGUI_Slider.h,0x478,"delegates::CMultiDelegate2<Slider*, int>",eventValueChange
Slider,Widget,MyGUI_Slider.h,0x490,bool,mDisableEvents
Slider,Widget,MyGUI_Slider.h,0x498,ScrollBar*,mScrollbar
Slider,Widget,MyGUI_Slider.h,0x4A0,TextBox*,mSliderName
Slider,Widget,MyGUI_Slider.h,0x4A8,TextBox*,mSliderValue
Slider,Widget,MyGUI_Slider.h,0x4B0,int,mLoValue
Slider,Widget,MyGUI_Slider.h,0x4B4,int,mHiValue
SplashScreen,,SplashScreen.h,0x0,char,currentState
SplashScreen,,SplashScreen.h,0x8,double,startTime
SplashScreen,,SplashScreen.h,0x10,bool,skipLogo
SplashScreen,,SplashScreen.h,0x14,int,delay
SplashScreen,,SplashScreen.h,0x18,MyGUI::Widget*,mainPanel
SplashScreen,,SplashScreen.h,0x20,lektor<MyGUI::ImageBox*>,logos
Stat,,CharacterStatsWindow.h,0x0,StatsEnumerated,type
Stat,,CharacterStatsWindow.h,0x0,CharacterStatsWindow::StatGroup::Group,group
Stat,,CharacterStatsWindow.h,0x8,std::string,id
Stat,,CharacterStatsWindow.h,0x8,std::string,name
Stat,,CharacterStatsWindow.h,0x30,std::string,name
Stat,,CharacterStatsWindow.h,0x58,std::string,description
Stat,,CharacterStatsWindow.h,0x80,bool,active
Stat,,CharacterStatsWindow.h,0xD0,Character*,character
Stat,,CharacterStatsWindow.h,0xD8,int,statsSum
Stat,,CharacterStatsWindow.h,0xDC,StatsEnumerated,statProgress
Stat,,CharacterStatsWindow.h,0xE0,std::string,currentStatIdDescription
Stat,,CharacterStatsWindow.h,0x108,DatapanelGUI*,attributesDatapanel
Stat,,CharacterStatsWindow.h,0x110,DatapanelGUI*,skills1Datapanel
Stat,,CharacterStatsWindow.h,0x118,DatapanelGUI*,skills2Datapanel
Stat,,CharacterStatsWindow.h,0x120,DatapanelGUI*,skills3Datapanel
Stat,,CharacterStatsWindow.h,0x128,DatapanelGUI*,skills4Datapanel
Stat,,CharacterStatsWindow.h,0x130,DatapanelGUI*,statsDatapanel
Stat,,CharacterStatsWindow.h,0x138,DatapanelGUI*,description1Datapanel
Stat,,CharacterStatsWindow.h,0x140,DatapanelGUI*,description2Datapanel
Stat,,CharacterStatsWindow.h,0x148,bool,autoUpdateMode
StringPair,,StringPair.h,0x8,std::string,s1
StringPair,,StringPair.h,0x30,std::string,s2
StringPair,,StringPair.h,0x58,float,val1
TagsClass,,TagsClass.h,0x8,unsigned int,flags
TaskStateData,,Tasker.h,0x0,StateType,key
TaskStateData,,Tasker.h,0x0,bool,infrequentGoalChecks
TaskStateData,,Tasker.h,0x4,bool,val
TaskStateData,,Tasker.h,0x4,PermajobType,permaJob
TaskStateData,,Tasker.h,0x5,bool,progressionOnly
TaskStateData,,Tasker.h,0x8,bool,permaJob_FixedTarget
TaskStateData,,Tasker.h,0x8,taskPriority,priority
TaskStateData,,Tasker.h,0xC,TaskType,permaJob_Associated
TaskStateData,,Tasker.h,0xC,bool,resetsWhenDone
TaskStateData,,Tasker.h,0x10,TaskType,permaJob_Associated_Secondary
TaskStateData,,Tasker.h,0x10,hand,subject
TaskStateData,,Tasker.h,0x14,bool,requirementsAlwaysFalse
TaskStateData,,Tasker.h,0x15,bool,_resultsAlwaysFalse
TaskStateData,,Tasker.h,0x16,bool,_requirementsCantEndActionPrematurely
TaskStateData,,Tasker.h,0x18,float,durationMin
TaskStateData,,Tasker.h,0x1C,float,durationFuzz
TaskStateData,,Tasker.h,0x20,bool,isDurationBased
TaskStateData,,Tasker.h,0x21,bool,endsAfterTime
TaskStateData,,Tasker.h,0x22,bool,isUnstoppableTask
TaskStateData,,Tasker.h,0x23,bool,canDoTaskInStages
TaskStateData,,Tasker.h,0x24,float,aggressionLevel
TaskStateData,,Tasker.h,0x28,float,noisyness
TaskStateData,,Tasker.h,0x2C,float,aidLevel
TaskStateData,,Tasker.h,0x30,float,followMeWeight
TaskStateData,,Tasker.h,0x30,float,weight
TaskStateData,,Tasker.h,0x34,float,copyMeInfluence
TaskStateData,,Tasker.h,0x38,bool,normallyLeadsToSomething
TaskStateData,,Tasker.h,0x38,hand,currentSubTarget
TaskStateData,,Tasker.h,0x3C,float,alertnessMult
TaskStateData,,Tasker.h,0x40,bool,forDirectPlayerOrdersOnly
TaskStateData,,Tasker.h,0x41,bool,forFulfillPlayerOrdersOrNPCOnly
TaskStateData,,Tasker.h,0x44,TaskType,key
TaskStateData,,Tasker.h,0x48,bool,needsTarget
TaskStateData,,Tasker.h,0x4C,int,numResults
TaskStateData,,Tasker.h,0x58,Ogre::Vector3,location
TaskStateData,,Tasker.h,0x64,int,startTime
TaskStateData,,Tasker.h,0x68,int,endTime
TaskStateData,,Tasker.h,0x70,TaskData*,taskData
TaskStateData,,Tasker.h,0xA8,int,numRequirements
TaskStateData,,Tasker.h,0x108,function*,scoreFunction
TaskStateData,,Tasker.h,0x120,bool,justDoOneTarget
TaskStateData,,Tasker.h,0x128,TaskStateData*,subTask
TaskStateData,,Tasker.h,0x130,EventTriggerEnum,dialogueDelivery
TaskStateData,,Tasker.h,0x134,bool,hasAction
TaskStateData,,Tasker.h,0x138,std::string,description
TaskStateData,,Tasker.h,0x160,function*,_findTarget
TextureLoadData,,ResourceLoader.h,0x0,std::string,skeletonName
TextureLoadData,,ResourceLoader.h,0x0,"public:
        unsigned __int64",requestId
TextureLoadData,,ResourceLoader.h,0x0,"public:
        Ogre::SharedPtr<Ogre::Material>",material
TextureLoadData,,ResourceLoader.h,0x8,std::string,name
TextureLoadData,,ResourceLoader.h,0x10,Ogre::TextureUnitState*,textureUnitState
TextureLoadData,,ResourceLoader.h,0x28,std::string,materialName
TextureLoadData,,ResourceLoader.h,0x30,std::string,group
TextureLoadData,,ResourceLoader.h,0x30,MeshLoadData,data
TextureLoadData,,ResourceLoader.h,0x50,Ogre::SharedPtr<Ogre::Material>,material
TextureLoadData,,ResourceLoader.h,0x58,Ogre::Image,image
TextureLoadData,,ResourceLoader.h,0x60,unsigned char,renderQueue
TextureLoadData,,ResourceLoader.h,0x90,bool,running
TextureLoadData,,ResourceLoader.h,0x98,bool,loaded
TextureLoadData,,ResourceLoader.h,0x98,Ogre::Entity*,entity
TextureLoadData,,ResourceLoader.h,0x98,Ogre::SceneManager*,sceneManager
TextureLoadData,,ResourceLoader.h,0x99,bool,queued
TextureLoadData,,ResourceLoader.h,0x9A,bool,success
TextureLoadData,,ResourceLoader.h,0xA0,Ogre::vector<std::string>::type,filesNames
TextureLoadData,,ResourceLoader.h,0xA0,"ogre_unordered_map<unsigned __int64, ResourceLoadRequestMesh*>::type",activeMeshLoaders
TextureLoadData,,ResourceLoader.h,0xC0,Ogre::vector<Ogre::Image>::type,images
TextureLoadData,,ResourceLoader.h,0xE0,"ogre_unordered_map<unsigned __int64, ResourceLoadRequestMesh*>::type",abortedMeshLoaders
